0.02, 0.02, 0.00  
0.03, 0.01, 0.00  
0.00, 0.00, 0.00  
0.15, 0.04, 0.01  
0.01, 0.02, 0.00  
0.00, 0.00, 0.00  
1.21, 0.43, 0.15  
0.39, 0.42, 0.20  
0.21, 0.34, 0.21  
0.03, 0.24, 0.18  
0.00, 0.04, 0.09  
0.07, 0.04, 0.07  
0.00, 0.00, 0.01  
0.18, 0.21, 0.09  
0.02, 0.13, 0.10  
0.04, 0.03, 0.05  
0.11, 0.09, 0.07  
0.00, 0.02, 0.03  
0.05, 0.07, 0.02  
0.01, 0.04, 0.01  
0.19, 0.25, 0.12  
0.36, 0.19, 0.11  
